pattern,school,item_id,item_name,stored_label,stored_grade,correct_subject_dim,correct_grade_dim,session,standards_majority_family,n_rows,standards_sample
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7800631611,7.1 Grammar Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7800632097,7.2 Grammar Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7802004830,7.1 Grammar Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7802005513,7.2 Grammar Review,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7804895854,China and Japan Quest,History,Grade 6,History,Grade 6,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7807250635,PM3 Practice Test Part 1,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7807768182,PM3 Practice Test Part 1,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7809597161,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7814550280,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7814632187,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7815966900,PM3 Practice Test Part 3,ELA,Grade 3,ELA,Grade 3,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7816445122,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7816865852,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7817278792,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2024-25,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7892359049,Slavery and the Wild West Test,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7961702243,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7973108537,M1W1 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7983138821,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7986398991,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,7998507820,CW - M1W1 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8000145024,M1W1 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002444006,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002495741,M1W1 Critical Vocabulary Quiz (8/29),ELA,Grade 4,ELA,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002526684,Quiz #1,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002533977,Quiz #1,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002545344,Quiz #1,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002561096,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8002668697,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8004511442,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8005770134,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8005896485,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8014008298,M1W2 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8014033402,9/5 Fort Mose Comprehension,Social Studies,Grade 4,Social Studies,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016288394,Module 1 Week 1 Vocabulary,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016559819,Quiz 2,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016562092,M1W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016572178,Quiz 2,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016577944,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016724503,M1W2 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016821134,U.S. History Quiz 2,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8016838893,Module 1 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8017008706,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8018787494,M1W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8019069618,M1W3 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8019548255,1.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8019853921,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8022422940,1.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8025973536,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8026325899,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8026544743,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8028273316,1.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030435267,M1W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030611465,Quiz 3,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030677985,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030688955,Quiz 3,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030780280,Module 1 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8030945538,Quiz 3,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8033012246,Author's Purpose Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8033012840,Module 1 Grammar Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8033013036,Module 1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8033013307,Module 1 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8034176197,Module 1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8038833106,Module 1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8041798583,Author's Purpose Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8041801079,Module 1 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8042164659,Module 1 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8042166966,Author's Purpose Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8042168339,Module 1 Grammar Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8043741105,Quiz 4,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8043748847,Quiz 4,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8046218909,M2W1 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8046439423,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8046487450,2.1 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8047224518,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8047229109,2.1 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8049326463,Module 2 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8049469169,Module 2 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8053230186,2.1 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8053233585,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8055258121,Quiz 4,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8055343226,Quiz 5,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8055407250,Quiz 5,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8055416739,M2W1 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8057432855,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8057644154,M2W2 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8057645223,M2W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8059962640,M2W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8064290999,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8064311024,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8064311725,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8064482757,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8065628761,Module 2 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8065901758,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8065959699,Module 2 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8065962317,M2W2 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8066821818,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8068323186,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8070020639,2.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8070046993,2.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8073490319,Articles of Confederation open book quiz,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8074397284,2.3 Vocabulary Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8074628569,M2W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8074632081,Module 2 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8076157136,Quiz 5,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8076165986,Quiz 6,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8077435954,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8082413883,Module 2 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8082415340,Module 2 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8083614889,Module 2 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8083787013,Module 2 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8083787711,Module 2 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8083788877,Module 2 HFW Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8085353973,The Bill of Rights Quiz,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8085379296,Florida Treaties Comprehension,Social Studies,Grade 4,Social Studies,Grade 4,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8085438535,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8085496323,Quiz 1,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8085622108,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8086855969,M3W1 Vocab,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093409216,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093432994,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093554844,M3W1 Vocab,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093612696,Module 3 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093638773,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093668904,Module 3 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093785079,M3W1 Vocabulary  Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8093858365,Module 3 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8095408985,M3W2 Vocab,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8097502483,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8104180371,M3W2 Vocab,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8104228865,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8104525784,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8107224032,M3W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8107847778,Module 3 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8110327370,Module 3 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8116071906,M3W3 Vocab Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8116143202,M3W3 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8116266523,Module 3 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8119451862,Module 3 Generative Vocab Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8119465522,Module 3 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8119469338,Module 3 HFW Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8120381772,Module 3 Generative Vocab Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8120386475,Module 3 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8122432424,Module 3 Generative Vocab Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8122571822,Module 3 Grammar Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8122934647,Module 3 HFW Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8123321004,Module 3 HFW Quiz,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8126215170,Quiz 2,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8126265514,Quiz 2,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8126292235,Quiz 2,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8126575277,M4W1 Vocabulary Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8129915559,Module 4 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8130355312,Module 4 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8133006059,M4W1 Vocabulary Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8133500452,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8133857228,SS Magazine 3 Open Book Assessment,Social Studies,Grade 5,Social Studies,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8135051604,Module 4 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8137414023,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8146030084,Module 4 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8146497016,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8148036226,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8149807504,Quiz 3,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8149991919,Module 4 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8150096175,M4W2 Vocabulary Quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8151217577,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8153309986,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8154558077,M4W3 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8157479026,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8177199775,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8183614071,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8189851197,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8190679243,Module 4 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8192621580,Module 4 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8192873294,M4W3 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8193552811,Quiz 1,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8193578592,World History Quiz 1,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8193592968,U.S. History Quiz 1,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8194198134,M4W3  Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8211729995,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8216822379,Module 5 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
