school,subject_id,item_name,category,question_no,n_items,n_text_sets,legacy_sorting_qno_values,n_texts_in_cqso,verdict
Athenian Academy of Technology and the Arts,00177777a0e7d64081d079df3f05aa2549c52671b6a32d13b2355dd37d7f04b9,7.2 Grammar Review,parallel_sections_same_date,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,14,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,15,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,16,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,17,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,18,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,20,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,21,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,22,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,parallel_sections_same_date,23,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,parallel_sections_same_date,2,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,parallel_sections_same_date,3,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,parallel_sections_same_date,4,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,parallel_sections_same_date,6,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,parallel_sections_same_date,7,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,bd84b0290db8ad3d3ab9c65fa79fb0bbf8f742f0dc8820620d01c2d8763e7b25,Time to Grow!: Weekly Assessment: Week 2,parallel_sections_same_date,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,bd84b0290db8ad3d3ab9c65fa79fb0bbf8f742f0dc8820620d01c2d8763e7b25,Time to Grow!: Weekly Assessment: Week 2,parallel_sections_same_date,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,bd84b0290db8ad3d3ab9c65fa79fb0bbf8f742f0dc8820620d01c2d8763e7b25,Time to Grow!: Weekly Assessment: Week 2,parallel_sections_same_date,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,bd84b0290db8ad3d3ab9c65fa79fb0bbf8f742f0dc8820620d01c2d8763e7b25,Time to Grow!: Weekly Assessment: Week 2,parallel_sections_same_date,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,parallel_sections_same_date,2,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,parallel_sections_same_date,3,3,2,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,parallel_sections_same_date,4,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,parallel_sections_same_date,5,3,3,1,3,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,1,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,2,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,3,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,4,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,5,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,6,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,7,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,8,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,9,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,10,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,11,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,12,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,13,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,parallel_sections_different_dates,14,4,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),1,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),2,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),3,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),4,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),5,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),6,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),7,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),8,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),9,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,same_name_reused_in_section(different assessments),10,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,10,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,11,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,12,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,13,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,15,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,17,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,18,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,19,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,21,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,23,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,24,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,26,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,28,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,29,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,30,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Central Florida Preparatory School,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,parallel_sections_different_dates,31,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,7,2,2,1,1,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,8,2,2,1,1,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,9,2,2,1,1,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,db4bf6655b5b7024fb07d171e484028e612e82e080987814c3e80730a8ac439e,Chapter 16 Test: Fraction Concepts,parallel_sections_different_dates,10,2,2,1,1,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,c126304607332343cf86bc4783cf017bfeaf5666dd2c704cd8a38accd27841a9,Chapter 17 Test: Represent and Interpret Data,parallel_sections_same_date,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,4f40dcfcc10742ffe834ba2f2bbd62a8d524479a5c89a1975043af09363edcc0,Chapter 4 Test: Understand Multiplication,parallel_sections_different_dates,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,4f40dcfcc10742ffe834ba2f2bbd62a8d524479a5c89a1975043af09363edcc0,Chapter 4 Test: Understand Multiplication,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,0046132646e2e83c62883fd0e87c71d964c27fff9dc8d60f7832505a14e8dfb4,Chapter 6 Test: Apply Multiplication to Perimeter and Area,parallel_sections_same_date,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,65d6a2fd749febd0a2eb55e3c7a265a6d913be4f3eb60f7ef45eaef66028c8f0,Chapter 9 Test: Money,parallel_sections_same_date,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,65d6a2fd749febd0a2eb55e3c7a265a6d913be4f3eb60f7ef45eaef66028c8f0,Chapter 9 Test: Money,parallel_sections_same_date,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,65d6a2fd749febd0a2eb55e3c7a265a6d913be4f3eb60f7ef45eaef66028c8f0,Chapter 9 Test: Money,parallel_sections_same_date,7,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,65d6a2fd749febd0a2eb55e3c7a265a6d913be4f3eb60f7ef45eaef66028c8f0,Chapter 9 Test: Money,parallel_sections_same_date,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,de4a66f6ecf44d0b7ffc08bfbc0b1cb31c247d0aff8b40a62d4502232dc46dd2,Module Assessment: Art Everywhere,parallel_sections_same_date,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,de4a66f6ecf44d0b7ffc08bfbc0b1cb31c247d0aff8b40a62d4502232dc46dd2,Module Assessment: Art Everywhere,parallel_sections_same_date,14,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
