school,session,item_id,item_name,subject,grade,dim_subject_label,q_mapped,q_total,q_unmapped,coverage_class
Athenian Academy of Technology and the Arts,2024-25,7629339215,Plant Needs 'Genius Challenge',Science,Grade 1,Science,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7635112537,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7635112506,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7635138239,Unit 9 Lesson 3 Braincheck,Science,Grade 1,Science,0,5,5,zero
Athenian Academy of Technology and the Arts,2024-25,7704744871,Unit 3 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8046439423,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8053233585,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8057432855,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8026544743,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8026325899,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8025973536,Unit 1 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8064290999,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8064482757,Unit 2 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8017008706,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8016577944,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8004511442,Unit 1 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8002668697,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8002561096,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,7983138821,Unit 1 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8077435954,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7787619325,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7782909211,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8085438535,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8085622108,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7779974419,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8093409216,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8093432994,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7776099902,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7774723851,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8093638773,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7768876930,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7758838392,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7754920337,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7750764297,Unit 4 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7740038195,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7734557500,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7732312078,Unit 6 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7730653296,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7728834109,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7723883476,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8047224518,Unit 2 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7703488371,Unit 3 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7701480595,Unit 3 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7688854507,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7688550954,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7679618307,Unit 3 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7638840268,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7638654239,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7638654235,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8137414023,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8146497016,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8148036226,Unit 4 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8151217577,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8153309986,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8157479026,Unit 4 Lesson 4 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8177199775,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8183614071,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8189851197,Unit 5 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8211729995,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7630615206,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7630614956,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8218515644,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8225875584,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7627004387,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7627003186,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7626088513,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7626081992,Unit 9 Lesson 1 Brain Check,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8263260435,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8264924074,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8265031585,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7620352378,Unit 8 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8275906019,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8276527893,Unit 7 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8282395267,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8282887686,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7616270135,Unit 8 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8336749106,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8337780368,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8341160826,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8345033619,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8346485244,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8350374285,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7607484223,Unit 8 Lesson 1 Quiz,Science,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7625334305,Science CW FSSA book matter #1,Science,Grade 4,Science,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7625255317,Science CW FSSA book matter #1,Science,Grade 5,Science,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7619252507,CW 12/11: Lesson 3 Brain Check,Science,Grade 4,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7619326000,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),Science,Grade 3,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7619334752,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),Science,Grade 3,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7624645716,CW 12/11: Lesson 3 Brain Check,Science,Grade 4,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7614077179,CW: 12/06 Lesson 2 Brain Check,Science,Grade 4,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7619251873,CW: 12/06 Lesson 2 Brain Check,Science,Grade 4,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7628056550,science CW FSSA book  matter #2,Science,Grade 5,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2024-25,7608209146,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources?,Science,Grade 3,Science,0,1,1,zero
Athenian Academy of Technology and the Arts,2025-26,8065901758,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8064311725,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8133857228,SS Magazine 3 Open Book Assessment,Social Studies,Grade 5,Social Studies,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8064311024,Control of Florida Comprehension,Social Studies,Grade 4,Social Studies,0,10,10,zero
Athenian Academy of Technology and the Arts,2025-26,8085379296,Florida Treaties Comprehension,Social Studies,Grade 4,Social Studies,0,8,8,zero
Athenian Academy of Technology and the Arts,2025-26,8014033402,9/5 Fort Mose Comprehension,Social Studies,Grade 4,Social Studies,0,7,7,zero
Athenian Academy of Technology and the Arts,2024-25,7701493741,Unit 3 Lesson 3 Quiz,Social Studies,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2024-25,7696812668,Unit 3 Lesson 3 Quiz,Social Studies,Grade 1,Science,0,4,4,zero
Athenian Academy of Technology and the Arts,2025-26,8229069948,"Final Northeast, Southeast, and Midwest Exam",Social Studies,Grade 3,Social Studies,0,3,3,zero
Athenian Academy of Technology and the Arts,2025-26,8229069938,"Final Northeast, Southeast, and Midwest Exam",Social Studies,Grade 3,Social Studies,0,3,3,zero
Athenian Academy of Technology and the Arts,2025-26,8310896090,Final-West and Southwest Regions States and Capitals,Social Studies,Grade 3,Social Studies,0,2,2,zero
Athenian Academy of Technology and the Arts,2025-26,8294921513,Final-West and Southwest Regions States and Capitals,Social Studies,Grade 3,Social Studies,0,2,2,zero
Athenian Academy of Technology and the Arts,2024-25,7791596780,Continents and Oceans Quiz,Social Studies,Grade 3,Social Studies,0,1,1,zero
Central Florida Preparatory School,2025-26,8331697612,Topic 10: The United States and the World: Make Decisions,Civics,Grade 7,Civics,17,20,3,partial
Central Florida Preparatory School,2025-26,8331695850,Topic 10: The United States and the World: Make Decisions,Civics,Grade 7,Civics,17,20,3,partial
Central Florida Preparatory School,2025-26,8161442468,Mid-Year Test,ELA,Grade 8,ELA,47,48,1,partial
Central Florida Preparatory School,2025-26,8161442182,Mid-Year Test,ELA,Grade 8,ELA,47,48,1,partial
Central Florida Preparatory School,2025-26,8162249855,Mid-Year Test,ELA,Higher-Ed,HS Honors English II,44,45,1,partial
Central Florida Preparatory School,2025-26,8161436131,Mid-Year Test,ELA,Regular 9–12,HS English IV,44,45,1,partial
Central Florida Preparatory School,2025-26,8162253672,Mid-Year Test,ELA,Higher-Ed,HS Honors English IV,44,45,1,partial
Central Florida Preparatory School,2025-26,7964160815,Unit 1 Part 1,ELA,Regular 9–12,HS English II,30,31,1,partial
Central Florida Preparatory School,2025-26,7964150311,Unit 1 Part 1,ELA,Regular 9–12,HS English I,27,28,1,partial
Central Florida Preparatory School,2024-25,7807260114,Home Sweet Habitat: Weekly Assessment: Week 2,ELA,Grade 2,ELA,9,14,5,partial
Central Florida Preparatory School,2024-25,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,ELA,Grade 3,ELA,9,14,5,partial
Central Florida Preparatory School,2024-25,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,ELA,12,13,1,partial
Central Florida Preparatory School,2024-25,7796962804,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,ELA,8,13,5,partial
Central Florida Preparatory School,2025-26,8334685138,Topic 4,History,Higher-Ed,HS Economics,34,35,1,partial
Central Florida Preparatory School,2025-26,8261346599,Topic 2,History,Higher-Ed,HS Economics,12,35,23,partial
Central Florida Preparatory School,2025-26,8341726127,Topic 8: The Industrial Revolution (1750?1914),History,Higher-Ed,HS World History,19,20,1,partial
Central Florida Preparatory School,2025-26,8273818985,Topic 6: New Global Connections (1415?1796),History,Higher-Ed,HS World History,9,20,11,partial
Central Florida Preparatory School,2025-26,8247281686,Topic 5: World War I and the 1920s,HS United States History,Higher-Ed,HS United States History,19,20,1,partial
Central Florida Preparatory School,2025-26,8330395855,Topic 5,Math,Higher-Ed,HS Alegra II,20,22,2,partial
Central Florida Preparatory School,2025-26,8376239390,Chapter 14 Test: Compare Fractions and Identify Equivalent Fractions,Math,Grade 3,Math,11,12,1,partial
Central Florida Preparatory School,2025-26,8101189630,Chapter 5 Test: Divide by 1-Digit Numbers,Math,Grade 4,Math,11,12,1,partial
Central Florida Preparatory School,2025-26,8376239379,Chapter 14 Test: Compare Fractions and Identify Equivalent Fractions,Math,Grade 3,Math,11,12,1,partial
Central Florida Preparatory School,2025-26,8272404615,Topic 4: Earth's Surface Systems,Science,Grade 6,Science,0,15,15,zero
Central Florida Preparatory School,2025-26,8272404145,Topic 4: Earth's Surface Systems,Science,Grade 6,Science,0,15,15,zero
Central Florida Preparatory School,2025-26,8203499258,Investigation Assessment 2: Forces,Science,Higher-Ed,HS Physics,0,15,15,zero
Crestwell School,2025-26,8117882278,"Chapter 7 Test: Factors, Multiples, and Number Patterns",Math,Grade 4,Math,14,15,1,partial
Crestwell School,2025-26,8142159065,Chapter 9 Test: 2-Digit Addition and Subtraction,Math,Grade 2,Math,11,12,1,partial
Crestwell School,2025-26,8142059010,Chapter 9 Test: Compare Fractions,Math,Grade 4,Math,10,11,1,partial
Crestwell School,2025-26,8235931624,Chapter 12 Test: Relate Fractions and Decimals,Math,Grade 4,Math,9,10,1,partial
Crestwell School,2025-26,8067680834,Chapter 4 Test: Equal Groups,Math,Grade 2,Math,7,8,1,partial
Crestwell School,2025-26,8067681446,Chapter 4 Test: Equal Groups,Math,Grade 2,Math,7,8,1,partial
Crestwell School,2025-26,8090009094,Module Assessment: Heroic Feats,Reading,Grade 4,Reading,20,21,1,partial
Crestwell School,2025-26,8090003648,Module Assessment: Heroic Feats,Reading,Grade 4,Reading,20,21,1,partial
Crestwell School,2025-26,8288360977,Module Assessment: Global Guardians,Reading,Grade 4,Reading,20,21,1,partial
Crestwell School,2025-26,8028913841,Module Assessment: Curious About Kindergarten,Reading,Grade K,Reading,17,18,1,partial
Crestwell School,2025-26,8074093242,Module Assessment: Meet in the Middle,Reading,Grade 2,Reading,16,17,1,partial
Crestwell School,2025-26,8043769075,Come to Your Senses: Weekly Assessment: Week 2,Reading,Grade 4,Reading,9,10,1,partial
Crestwell School,2025-26,8330141754,Tell a Tale: Weekly Assessment: Week 1,Reading,Grade 3,Reading,9,10,1,partial
Crestwell School,2025-26,7926486724,Unit 3 Benchmark Test: Earth's Place in Space,Science,Grade 4,Science,19,20,1,partial
Crestwell School,2025-26,8068483969,Unit 2: The Universe,Science,Grade 7,Science,14,18,4,partial
