issue_class,school,session,item_id,item_name,standard_code,identifier,detail,n_rows
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7701167366,M5W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 3 questions mapped,3
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7615833109,12/5 Reading Classwork,,,ELA / Grade 4 — 0 of 3 questions mapped,3
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7613842590,12/5 Reading Classwork,,,ELA / Grade 4 — 0 of 3 questions mapped,3
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7700671601,Module 5 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551772,Module 7 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7741165556,Module 6 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7625255317,Science CW FSSA book matter #1,,,Science / Grade 5 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7730750812,Module 6 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551773,Module 7 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7688548295,Module 5 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7687690534,Module 5 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7680381708,Module 5 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7779651289,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7712379157,Module 5 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7664234044,Module 4 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551771,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7780024165,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551768,Module 6 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7643882891,Module 4 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551767,Module 6 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7730951517,Module 6 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7809597161,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7787916956,Module 7 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7787922452,Module 7 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551766,Module 5 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7814550280,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7703356116,Module 5 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7814632187,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7732615819,Module 6 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551765,Module 5 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7445551763,Module 4 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7625334305,Science CW FSSA book matter #1,,,Science / Grade 4 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7711313738,Vocab Quiz M5W3,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7598715892,M4W2 Vocabulary Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7608209146,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources?,,,Science / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7614077179,CW: 12/06 Lesson 2 Brain Check,,,Science / Grade 4 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7619251873,CW: 12/06 Lesson 2 Brain Check,,,Science / Grade 4 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7619252507,CW 12/11: Lesson 3 Brain Check,,,Science / Grade 4 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7619326000,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),,,Science / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7619334752,Unit 6 Lesson 1 Quiz- What Are Some Heat Sources? (12/4/24),,,Science / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7624645716,CW 12/11: Lesson 3 Brain Check,,,Science / Grade 4 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7628056550,science CW FSSA book  matter #2,,,Science / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7662225137,M4W3 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7663238512,M4W3 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7663638907,M4W3  Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7687592490,M5M1Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7687967795,M5W1 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7688014588,M5W1 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7688416594,M5M1Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7689301066,M5M1Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7700955268,M5W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7700974490,M5W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7711484463,Vocab Quiz M5W3,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7730571088,M6W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7730573420,M6W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7740778505,M6w2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7740780442,M6w2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7779930840,M7W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7779964861,M7W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7789257999,M7W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7789275406,M7W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7789287431,M7W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7789394548,M7W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7791596780,Continents and Oceans Quiz,,,Social Studies / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7792092554,M7W3 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7799609422,M7W3 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2024-25,7799623199,M7W3 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8338541701,FSSA Practice Test p. 79-88 (4th grade book),,,Science / Grade 5 — 0 of 40 questions mapped,40
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8325089229,FSSA Practice Test p. 79-88 (4th grade book),,,Science / Grade 5 — 0 of 40 questions mapped,40
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8355502810,FAST STAR Reading Practice Assessment,,,ELA / Grade 1 — 0 of 34 questions mapped,34
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8358359176,FAST STAR Reading Practice Assessment,,,ELA / Grade 1 — 0 of 34 questions mapped,34
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8354911352,FAST STAR Reading Practice Assessment,,,ELA / Grade 1 — 0 of 34 questions mapped,34
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7892359049,Slavery and the Wild West Test,,,History / Grade 7 — 0 of 27 questions mapped,27
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8082413883,Module 2 HFW Assessment,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8123321004,Module 3 HFW Quiz,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8122934647,Module 3 HFW Quiz,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8083787711,Module 2 HFW Assessment,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8083788877,Module 2 HFW Assessment,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8119469338,Module 3 HFW Quiz,,,ELA / Grade 1 — 0 of 24 questions mapped,24
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8033013307,Module 1 HFW Assessment,,,ELA / Grade 1 — 0 of 22 questions mapped,22
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8041801079,Module 1 HFW Assessment,,,ELA / Grade 1 — 0 of 22 questions mapped,22
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8042164659,Module 1 HFW Assessment,,,ELA / Grade 1 — 0 of 22 questions mapped,22
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8368658997,Practice PM3 Test Session 1,,,Math / Grade 3 — 0 of 20 questions mapped,20
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8365066597,Practice PM3 Test Session 1,,,Math / Grade 3 — 0 of 20 questions mapped,20
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8363033309,PM3 Practice Reading/ELA Test Part 1,,,ELA / Grade 3 — 0 of 18 questions mapped,18
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8365847571,PM3 Practice Test Part 1,,,ELA / Grade 3 — 0 of 18 questions mapped,18
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8033012840,Module 1 Grammar Review,,,ELA / Grade 1 — 0 of 15 questions mapped,15
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8083787013,Module 2 Grammar Quiz,,,ELA / Grade 1 — 0 of 15 questions mapped,15
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8082415340,Module 2 Grammar Quiz,,,ELA / Grade 1 — 0 of 15 questions mapped,15
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8083614889,Module 2 Grammar Quiz,,,ELA / Grade 1 — 0 of 15 questions mapped,15
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8042168339,Module 1 Grammar Review,,,ELA / Grade 1 — 0 of 15 questions mapped,15
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8122432424,Module 3 Generative Vocab Quiz,,,ELA / Grade 1 — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8346484076,Classwork End of Year Test,,,Math / Grade 1 — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8120381772,Module 3 Generative Vocab Quiz,,,ELA / Grade 1 — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8325969043,Money Test,,,Math / Grade K — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8325375519,Money Test,,,Math / Grade K — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8324893965,Money Test,,,Math / Grade K — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8119451862,Module 3 Generative Vocab Quiz,,,ELA / Grade 1 — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8336783158,Classwork End of Year Test,,,Math / Grade 1 — 0 of 12 questions mapped,12
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8033013036,Module 1 Phonics Review,,,ELA / Grade 1 — 0 of 11 questions mapped,11
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8038833106,Module 1 Phonics Review,,,ELA / Grade 1 — 0 of 11 questions mapped,11
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8034176197,Module 1 Phonics Review,,,ELA / Grade 1 — 0 of 11 questions mapped,11
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8360651191,SC Quiz Week #2 FSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8042166966,Author's Purpose Quiz,,,ELA / Grade 1 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8041798583,Author's Purpose Quiz,,,ELA / Grade 1 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8033012246,Author's Purpose Quiz,,,ELA / Grade 1 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8064311024,Control of Florida Comprehension,,,Social Studies / Grade 4 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8064311725,Control of Florida Comprehension,,,Social Studies / Grade 4 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8065901758,Control of Florida Comprehension,,,Social Studies / Grade 4 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8085353973,The Bill of Rights Quiz,,,History / Grade 7 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8319331982,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8325105142,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8327522063,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8327905248,Quarter 4 Quiz 1,,,History / Grade 7 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8334327109,Sc Quiz Week 1 FSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8341769546,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8344783376,SC Quiz Week #2 FSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8351537358,Sc Quiz Week 1 FSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8257448535,Quiz 2,,,History / Grade 7 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8257435517,Quiz 2,,,Civics / Grade 8 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8133857228,SS Magazine 3 Open Book Assessment,,,Social Studies / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8257424520,World History Quiz 3,,,History / Grade 6 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8352555923,Civics Final Amendments Quiz,,,Civics / Grade 8 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8356534058,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8356546341,Science Quiz Week 3 FSSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8368737293,Science Quiz Week 3 FSSA Review,,,Science / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8368732914,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",,,Math / Grade 5 — 0 of 10 questions mapped,10
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8059962640,M2W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8336191844,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",,,Math / Grade 5 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8353067732,Quarter 4 Quiz 2,,,History / Grade 7 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8119465522,Module 3 Grammar Quiz,,,ELA / Grade 1 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8120386475,Module 3 Grammar Quiz,,,ELA / Grade 1 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8122571822,Module 3 Grammar Quiz,,,ELA / Grade 1 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8359929652,Civics Supreme Court Cases Quiz,,,Civics / Grade 8 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8351403526,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",,,Math / Grade 5 — 0 of 9 questions mapped,9
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8146030084,Module 4 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8344760282,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",,,Math / Grade 5 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8116143202,M3W3 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",,,Math / Grade 5 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8085379296,Florida Treaties Comprehension,,,Social Studies / Grade 4 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8149991919,Module 4 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 8 questions mapped,8
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8014033402,9/5 Fort Mose Comprehension,,,Social Studies / Grade 4 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030611465,Quiz 3,,,Civics / Grade 8 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8073490319,Articles of Confederation open book quiz,,,History / Grade 7 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8370107883,Influential documents quiz,,,Civics / Grade 8 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8352740777,World History Weekly Quiz,,,History / Grade 6 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8370131136,World History Weekly Quiz 3,,,History / Grade 6 — 0 of 7 questions mapped,7
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8070046993,2.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8359937643,World History Weekly Quiz 2,,,History / Grade 6 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8070020639,2.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8053230186,2.1 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8047229109,2.1 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8046487450,2.1 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8074397284,2.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093785079,M3W1 Vocabulary  Quiz,,,ELA / Grade 3 — 0 of 6 questions mapped,6
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8236972720,Quiz 1,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8043748847,Quiz 4,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8126265514,Quiz 2,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8126215170,Quiz 2,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8247514543,World History Quiz 2,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8149807504,Quiz 3,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030945538,Quiz 3,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8378549549,Final Quiz,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030688955,Quiz 3,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8055407250,Quiz 5,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8028273316,1.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8022422940,1.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8076165986,Quiz 6,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8076157136,Quiz 5,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8055343226,Quiz 5,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8019548255,1.3 Vocabulary Quiz,,,ELA / Grade 1 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002545344,Quiz #1,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8085496323,Quiz 1,,,History / Grade 6 — 0 of 5 questions mapped,5
