school_id,kind,item_name,item_a,item_b,nq,shared_students,subjects,grade_pairs,type_pairs,any_cross_grade,any_cross_session
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 1,7334677702,7892328214,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 1,7334677702,7892329508,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 1,7334679009,7892328214,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 1,7334680245,7892329508,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 2,7334677716,7892328215,19,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 2,7334677716,7892329509,19,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 2,7334679082,7892328215,19,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Be a Super Citizen: Weekly Assessment: Week 2,7334680261,7892329509,19,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 1,7334632604,7892309810,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 1,7334635062,7892309638,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 1,7334635062,7892309810,14,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 2,7334633825,7892309639,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 2,7334635084,7892309639,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 2,7334635084,7892309811,19,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 3,7334632673,7892309812,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 3,7334633857,7892309640,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 3,7334635126,7892309640,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Better Together: Weekly Assessment: Week 3,7334635126,7892309812,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Celebrate America: Weekly Assessment: Week 1,7334632919,7892309838,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Celebrate America: Weekly Assessment: Week 1,7334634065,7892309646,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Celebrate America: Weekly Assessment: Week 1,7334635491,7892309646,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Celebrate America: Weekly Assessment: Week 1,7334635491,7892309838,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Celebrate America: Weekly Assessment: Week 1,7334635491,7892310100,15,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 1,7337912342,7893372413,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 1,7337912381,7893366834,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 10,7661450419,7893372462,24,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 10,7661451530,7893366847,24,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 10,7661452056,7893372462,24,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 10,7661454578,7893398190,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 10,7661455144,7893398190,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 12,7661450424,7893366851,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 12,7661450424,7893372475,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 12,7661450424,7893373672,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 12,7661451532,7893366851,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 12,7661452059,7893372475,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 13,7661450425,7893366852,17,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 13,7661450425,7893372480,17,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 13,7661450425,7893373679,17,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-413b-7a66-a7d8-a18f14736ede,cross-item,Module 2 Assessment: Come to Your Senses,8088499478,8092034736,30,1,ELA,Grade 4~Grade 4,Summative~Summative,f,f
019eb11c-413c-7ed9-872e-0fe5e9a947b6,cross-item,Chapter 1 Test: Counting and Number Sense,7610639442,7841245375,9,2,Math,Grade 1~Grade 2,"Chap Test~2 sectionsAll Sections,Summative~2 sectionsAll Sections",t,t
019eb11c-413c-7ed9-872e-0fe5e9a947b6,cross-item,Chapter 1 Test: Counting and Number Sense,7610639551,7841245375,9,2,Math,Grade 1~Grade 2,Chap Test~2 sectionsAll Sections,t,f
