school_id,item_id,subject,grade,assessment_type,session,item_name
019eb11c-410a-7ffb-86e6-a0294c669670,7892345932,ELA,Grade K,Lesson  Assessments,2025-26,My Community Heroes: Weekly Assessment: Week 2
019eb11c-410a-7ffb-86e6-a0294c669670,7892345933,ELA,Grade K,Lesson  Assessments,2025-26,My Community Heroes: Weekly Assessment: Week 3
019eb11c-410a-7ffb-86e6-a0294c669670,7892345937,ELA,Grade K,Lesson  Assessments,2025-26,Module Assessment: My Community Heroes
019eb11c-410a-7ffb-86e6-a0294c669670,7892345938,ELA,Grade K,Lesson  Assessments,2025-26,Happy Healthy Me: Weekly Assessment: Week 1
019eb11c-410a-7ffb-86e6-a0294c669670,7892345939,ELA,Grade K,Lesson  Assessments,2025-26,Happy Healthy Me: Weekly Assessment: Week 2
019eb11c-410a-7ffb-86e6-a0294c669670,7892345940,ELA,Grade K,Lesson  Assessments,2025-26,Happy Healthy Me: Weekly Assessment: Week 3
019eb11c-410a-7ffb-86e6-a0294c669670,7892345942,ELA,Grade K,Lesson  Assessments,2025-26,Module Assessment: Happy Healthy Me
019eb11c-410a-7ffb-86e6-a0294c669670,7892345943,ELA,Grade K,Lesson  Assessments,2025-26,I Can Do It!: Weekly Assessment: Week 1
019eb11c-410a-7ffb-86e6-a0294c669670,7892345944,ELA,Grade K,Lesson  Assessments,2025-26,I Can Do It!: Weekly Assessment: Week 2
019eb11c-410a-7ffb-86e6-a0294c669670,7892345945,ELA,Grade K,Lesson  Assessments,2025-26,I Can Do It!: Weekly Assessment: Week 3
019eb11c-410a-7ffb-86e6-a0294c669670,7892345947,ELA,Grade K,Lesson  Assessments,2025-26,Module Assessment: I Can Do It!
019eb11c-410a-7ffb-86e6-a0294c669670,7892345950,ELA,Grade K,Lesson  Assessments,2025-26,Home of the Free and the Brave: Weekly Assessment: Week 1
019eb11c-410a-7ffb-86e6-a0294c669670,7892345954,ELA,Grade K,Lesson  Assessments,2025-26,Module Assessment: Home of the Free and the Brave
019eb11c-410a-7ffb-86e6-a0294c669670,7892345960,ELA,Grade K,Lesson  Assessments,2025-26,From Plant to Plate: Weekly Assessment: Week 1
019eb11c-410a-7ffb-86e6-a0294c669670,7892345961,ELA,Grade K,Lesson  Assessments,2025-26,From Plant to Plate: Weekly Assessment: Week 2
019eb11c-410a-7ffb-86e6-a0294c669670,7892345964,ELA,Grade K,Lesson  Assessments,2025-26,Module Assessment: From Plant to Plate
019eb11c-410a-7ffb-86e6-a0294c669670,7892346373,ELA,Grade 6,Lesson  Assessments,2025-26,from Brown Girl Dreaming Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346381,ELA,Grade 6,Lesson  Assessments,2025-26,from Selfie: The Changing Face of Self-Portraits Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346388,ELA,Grade 6,Lesson  Assessments,2025-26,"What?s so Funny, Mr. Scieszka? Selection Test"
019eb11c-410a-7ffb-86e6-a0294c669670,7892346389,ELA,Grade 6,Lesson  Assessments,2025-26,A Voice / Words Like Freedom Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346390,ELA,Grade 6,Lesson  Assessments,2025-26,"Better Than Words: Say It With a Selfie / OMG, Not Another Selfie! Selection Test"
019eb11c-410a-7ffb-86e6-a0294c669670,7892346391,ELA,Grade 6,Lesson  Assessments,2025-26,Discovering Your Voice Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346392,ELA,Grade 6,Lesson  Assessments,2025-26,A Schoolgirls' Diary from I am Malala Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346394,ELA,Grade 6,Lesson  Assessments,2025-26,The First Day of School / from New Kid Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346395,ELA,Grade 6,Lesson  Assessments,2025-26,Speech to the Young: Speech to the Progress Toward Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346396,ELA,Grade 6,Lesson  Assessments,2025-26,Never Give Up Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346397,ELA,Grade 6,Lesson  Assessments,2025-26,The Breadwinner Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346398,ELA,Grade 6,Lesson  Assessments,2025-26,Life Doesn't Frighten Me Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346399,ELA,Grade 6,Lesson  Assessments,2025-26,Fears and Phobias Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346400,ELA,Grade 6,Lesson  Assessments,2025-26,Wired for Fear Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346401,ELA,Grade 6,Lesson  Assessments,2025-26,Embarrassed? Blame Your Brain / The Ravine Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346402,ELA,Grade 6,Lesson  Assessments,2025-26,from Into the Air /  from The Wright Brothers: How They Invented the Airplane Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346403,ELA,Grade 6,Lesson  Assessments,2025-26,Finding Courage Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346407,ELA,Grade 6,Lesson  Assessments,2025-26,from Pax Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346408,ELA,Grade 6,Lesson  Assessments,2025-26,Zoo Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346409,ELA,Grade 6,Lesson  Assessments,2025-26,from Animal Snoops: The Wondrous World of Wildlife Spies Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346410,ELA,Grade 6,Lesson  Assessments,2025-26,Animal Wisdom / The Last Wolf Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346411,ELA,Grade 6,Lesson  Assessments,2025-26,Wild Animals Aren?t Pets / Let People Own Exotic Animals Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892346412,ELA,Grade 8,Lesson  Assessments,2025-26,Through an Animal?s Eyes Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348224,ELA,Grade 7,Lesson  Assessments,2025-26,Mirror Image Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348225,ELA,Grade 7,Lesson  Assessments,2025-26,Not Everything It Seems Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348226,ELA,Grade 7,Lesson  Assessments,2025-26,Two Legs or One? Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348227,ELA,Grade 7,Lesson  Assessments,2025-26,The Song of Wandering Aengus / Eldorado Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348228,ELA,Grade 7,Lesson  Assessments,2025-26,from Monster / from Monster: Graphic Novel Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348229,ELA,Grade 7,Lesson  Assessments,2025-26,Reality Check Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348230,ELA,Grade 7,Lesson  Assessments,2025-26,Rogue Wave Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348231,ELA,Grade 7,Lesson  Assessments,2025-26,The Flight of Icarus Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348232,ELA,Grade 7,Lesson  Assessments,2025-26,Icarus's Flight Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348233,ELA,Grade 7,Lesson  Assessments,2025-26,Women in Aviation Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348236,ELA,Grade 7,Lesson  Assessments,2025-26,Thank You M'am / A Police Stop Changed This Teenager's Life Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348237,ELA,Grade 7,Lesson  Assessments,2025-26,Heartbeat Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348238,ELA,Grade 7,Lesson  Assessments,2025-26,Take Control Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348239,ELA,Grade 7,Lesson  Assessments,2025-26,"Dark They Were, and Golden-Eyed Selection Test"
019eb11c-410a-7ffb-86e6-a0294c669670,7892348240,ELA,Grade 7,Lesson  Assessments,2025-26,Martian Metropolis Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348241,ELA,Grade 7,Lesson  Assessments,2025-26,Challenges for Space Exploration Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348242,ELA,Grade 7,Lesson  Assessments,2025-26,What If We Were Alone? Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348243,ELA,Grade 7,Lesson  Assessments,2025-26,Seven Minutes of Terror Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348244,ELA,Grade 7,Lesson  Assessments,2025-26,Humans Need to Explore Outer Space / Let Robots Take to the Stars Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348245,ELA,Grade 7,Lesson  Assessments,2025-26,The Terror and Wonder of Space Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348246,ELA,Grade 7,Lesson  Assessments,2025-26,Never Retreat from Eyes Wide Open Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348247,ELA,Grade 7,Lesson  Assessments,2025-26,Mississippi Solo Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348248,ELA,Grade 7,Lesson  Assessments,2025-26,The Drought Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348249,ELA,Grade 7,Lesson  Assessments,2025-26,Allied with Green Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348250,ELA,Grade 7,Lesson  Assessments,2025-26,Ode to enchanted light / Sleeping in the Forest Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348251,ELA,Grade 7,Lesson  Assessments,2025-26,from Trash Talk / You're Part of the Solution Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348252,ELA,Grade 7,Lesson  Assessments,2025-26,Inspired by Nature Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348512,ELA,Grade 8,Lesson  Assessments,2025-26,The Brave Little Toaster Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348513,ELA,Grade 8,Lesson  Assessments,2025-26,Are Bionic Superhumans on the Horizon? Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348514,ELA,Grade 8,Lesson  Assessments,2025-26,Interflora Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348515,ELA,Grade 8,Lesson  Assessments,2025-26,"The Automation Paradox / Heads Up, Humans Selection Test"
019eb11c-410a-7ffb-86e6-a0294c669670,7892348516,ELA,Grade 8,Lesson  Assessments,2025-26,Gadgets and Glitches Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348517,ELA,Grade 8,Lesson  Assessments,2025-26,What is the Horror Genre? Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348518,ELA,Grade 8,Lesson  Assessments,2025-26,The Tell-Tale Heart Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348519,ELA,Grade 8,Lesson  Assessments,2025-26,The Monkey's Paw / from The Monkey's Paw Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348520,ELA,Grade 8,Lesson  Assessments,2025-26,from The Aeneid of Virgil / from Hades: Lord of the Dead Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348521,ELA,Grade 8,Lesson  Assessments,2025-26,The Thrill of Horror Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348522,ELA,Grade 8,Lesson  Assessments,2025-26,My Favorite Chaperone Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348523,ELA,Grade 8,Lesson  Assessments,2025-26,from The Book of Unknown Americans Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348524,ELA,Grade 8,Lesson  Assessments,2025-26,Spirit Walking in the Tundra Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348525,ELA,Grade 8,Lesson  Assessments,2025-26,New Immigrants Share Their Stories / A Common Bond: Teens Forge Friendships. . .  Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348526,ELA,Grade 8,Lesson  Assessments,2025-26,Places We Call Home Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348527,ELA,Grade 8,Lesson  Assessments,2025-26,"from Narrative of the Life of Frederick Douglass, an American Slave Selection Test"
019eb11c-410a-7ffb-86e6-a0294c669670,7892348528,ELA,Grade 8,Lesson  Assessments,2025-26,from Harriet Tubman: Conductor of the Underground Railroad Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348529,ELA,Grade 8,Lesson  Assessments,2025-26,The Drummer Boy of Shiloh Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348530,ELA,Grade 8,Lesson  Assessments,2025-26,O Captain! My Captain! Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348531,ELA,Grade 8,Lesson  Assessments,2025-26,Not My Bones / from Fortune?s Bones Selection Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892348532,ELA,Grade 8,Lesson  Assessments,2025-26,The Fight for Freedom Unit Test
019eb11c-410a-7ffb-86e6-a0294c669670,7892349073,Science,Grade 1,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7892349074,Science,Grade 1,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7892349075,Science,Grade 1,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7892349076,Science,Grade 1,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7892349077,Science,Grade 1,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892349078,Science,Grade 1,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892349080,Science,Grade 1,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7892349081,Science,Grade 1,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7892349223,Science,Grade 1,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7892349224,Science,Grade 1,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7892349225,Science,Grade 1,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7892349226,Science,Grade 1,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7892349227,Science,Grade 1,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892349228,Science,Grade 1,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892349229,Science,Grade 1,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7892349230,Science,Grade 1,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7892349231,Science,Grade 1,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7892349376,Science,Grade 1,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: How Scientists Work
019eb11c-410a-7ffb-86e6-a0294c669670,7892349377,Science,Grade 1,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: Technology All Around Us
019eb11c-410a-7ffb-86e6-a0294c669670,7892349378,Science,Grade 1,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Objects in the Sky
019eb11c-410a-7ffb-86e6-a0294c669670,7892349379,Science,Grade 1,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Earth?s Resources
019eb11c-410a-7ffb-86e6-a0294c669670,7892349380,Science,Grade 1,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892349381,Science,Grade 1,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892349382,Science,Grade 1,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Living Things
019eb11c-410a-7ffb-86e6-a0294c669670,7892349383,Science,Grade 1,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Living Things and  Their Parents
019eb11c-410a-7ffb-86e6-a0294c669670,7892349385,Science,Grade 1,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Plant and Animal Needs
019eb11c-410a-7ffb-86e6-a0294c669670,7892349539,Science,Grade 2,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7892349540,Science,Grade 2,Lesson  Assessments,2025-26,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7892349541,Science,Grade 2,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7892349543,Science,Grade 2,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7892349547,Science,Grade 2,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892349550,Science,Grade 2,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7892349554,Science,Grade 2,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7892349557,Science,Grade 2,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892349561,Science,Grade 2,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7892349564,Science,Grade 2,Lesson  Assessments,2025-26,Unit 10 Benchmark Test: Life Cycles
019eb11c-410a-7ffb-86e6-a0294c669670,7892349567,Science,Grade 2,Lesson  Assessments,2025-26,Unit 11 Benchmark Test: Basic Needs and Environments
019eb11c-410a-7ffb-86e6-a0294c669670,7892350258,Science,Grade 2,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7892350259,Science,Grade 2,Lesson  Assessments,2025-26,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7892350260,Science,Grade 2,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7892350261,Science,Grade 2,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7892350262,Science,Grade 2,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892350263,Science,Grade 2,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7892350264,Science,Grade 2,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7892350265,Science,Grade 2,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892350267,Science,Grade 2,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7892350268,Science,Grade 2,Lesson  Assessments,2025-26,Unit 10 Benchmark Test: Life Cycles
019eb11c-410a-7ffb-86e6-a0294c669670,7892350269,Science,Grade 2,Lesson  Assessments,2025-26,Unit 11 Benchmark Test: Basic Needs and Environments
019eb11c-410a-7ffb-86e6-a0294c669670,7892350480,Science,Grade 2,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Work Like a Scientist
019eb11c-410a-7ffb-86e6-a0294c669670,7892350481,Science,Grade 2,Lesson  Assessments,2025-26,Unit 2 Benchmark: Technology In Our World
019eb11c-410a-7ffb-86e6-a0294c669670,7892350482,Science,Grade 2,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth's Surface
019eb11c-410a-7ffb-86e6-a0294c669670,7892350483,Science,Grade 2,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Weather
019eb11c-410a-7ffb-86e6-a0294c669670,7892350484,Science,Grade 2,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: All About Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892350485,Science,Grade 2,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Matter Can Change
019eb11c-410a-7ffb-86e6-a0294c669670,7892350488,Science,Grade 2,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7892350490,Science,Grade 2,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892350491,Science,Grade 2,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: The Human Body
019eb11c-410a-7ffb-86e6-a0294c669670,7892350492,Science,Grade 2,Lesson  Assessments,2025-26,Unit 10 Benchmark Test: Life Cycles
019eb11c-410a-7ffb-86e6-a0294c669670,7892350493,Science,Grade 2,Lesson  Assessments,2025-26,Unit 11 Benchmark Test: Basic Needs and Environments
019eb11c-410a-7ffb-86e6-a0294c669670,7892350639,Science,Grade 3,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Investigating Questions
019eb11c-410a-7ffb-86e6-a0294c669670,7892350647,Science,Grade 3,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7892350658,Science,Grade 3,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth and Stars
019eb11c-410a-7ffb-86e6-a0294c669670,7892350665,Science,Grade 3,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Properties of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892350671,Science,Grade 3,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7892350672,Science,Grade 3,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Heat Sources
019eb11c-410a-7ffb-86e6-a0294c669670,7892350674,Science,Grade 3,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Plants and the Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7892350675,Science,Grade 3,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Classifying Plants and Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7892350676,Science,Grade 3,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Living Things Change
019eb11c-410a-7ffb-86e6-a0294c669670,7892351048,Science,Grade 3,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Investigating Questions
019eb11c-410a-7ffb-86e6-a0294c669670,7892351049,Science,Grade 3,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7892351052,Science,Grade 3,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth and Stars
019eb11c-410a-7ffb-86e6-a0294c669670,7892351053,Science,Grade 3,Lesson  Assessments,2025-26,Unit 4 Benchmark Test: Properties of Matter
019eb11c-410a-7ffb-86e6-a0294c669670,7892351054,Science,Grade 3,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Forms of Energy
019eb11c-410a-7ffb-86e6-a0294c669670,7892351055,Science,Grade 3,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Heat Sources
019eb11c-410a-7ffb-86e6-a0294c669670,7892351056,Science,Grade 3,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Plants and the Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7892351057,Science,Grade 3,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Classifying Plants and Animals
019eb11c-410a-7ffb-86e6-a0294c669670,7892351058,Science,Grade 3,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Living Things Change
019eb11c-410a-7ffb-86e6-a0294c669670,7892351367,Science,Grade 4,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Studying Science
019eb11c-410a-7ffb-86e6-a0294c669670,7892351368,Science,Grade 4,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7892351371,Science,Grade 4,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth's Place in Space
019eb11c-410a-7ffb-86e6-a0294c669670,7892351372,Science,Grade 4,Lesson  Assessments,2025-26,"Unit 4 Benchmark Test: Rocks, Minerals, and Resources"
019eb11c-410a-7ffb-86e6-a0294c669670,7892351373,Science,Grade 4,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Matter and It's Properties
019eb11c-410a-7ffb-86e6-a0294c669670,7892351374,Science,Grade 4,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Matter and It's Changes
019eb11c-410a-7ffb-86e6-a0294c669670,7892351375,Science,Grade 4,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Energy and Its Uses
019eb11c-410a-7ffb-86e6-a0294c669670,7892351376,Science,Grade 4,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Heat
019eb11c-410a-7ffb-86e6-a0294c669670,7892351377,Science,Grade 4,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892351378,Science,Grade 4,Lesson  Assessments,2025-26,Unit 10 Benchmark Test: Life Cycles and Growth
019eb11c-410a-7ffb-86e6-a0294c669670,7892351379,Science,Grade 4,Lesson  Assessments,2025-26,Unit 11 Benchmark Test: Organisms and Their Environment
019eb11c-410a-7ffb-86e6-a0294c669670,7892351521,Science,Grade 4,Lesson  Assessments,2025-26,Unit 1 Benchmark Test: Studying Science
019eb11c-410a-7ffb-86e6-a0294c669670,7892351525,Science,Grade 4,Lesson  Assessments,2025-26,Unit 2 Benchmark Test: The Engineering Process
019eb11c-410a-7ffb-86e6-a0294c669670,7892351526,Science,Grade 4,Lesson  Assessments,2025-26,Unit 3 Benchmark Test: Earth's Place in Space
019eb11c-410a-7ffb-86e6-a0294c669670,7892351527,Science,Grade 4,Lesson  Assessments,2025-26,"Unit 4 Benchmark Test: Rocks, Minerals, and Resources"
019eb11c-410a-7ffb-86e6-a0294c669670,7892351528,Science,Grade 4,Lesson  Assessments,2025-26,Unit 5 Benchmark Test: Matter and It's Properties
019eb11c-410a-7ffb-86e6-a0294c669670,7892351529,Science,Grade 4,Lesson  Assessments,2025-26,Unit 6 Benchmark Test: Matter and It's Changes
019eb11c-410a-7ffb-86e6-a0294c669670,7892351530,Science,Grade 4,Lesson  Assessments,2025-26,Unit 7 Benchmark Test: Energy and Its Uses
019eb11c-410a-7ffb-86e6-a0294c669670,7892351531,Science,Grade 4,Lesson  Assessments,2025-26,Unit 8 Benchmark Test: Heat
019eb11c-410a-7ffb-86e6-a0294c669670,7892351532,Science,Grade 4,Lesson  Assessments,2025-26,Unit 9 Benchmark Test: Forces and Motion
019eb11c-410a-7ffb-86e6-a0294c669670,7892351533,Science,Grade 4,Lesson  Assessments,2025-26,Unit 10 Benchmark Test: Life Cycles and Growth
